DateTime,Time,Exchange,Symbol,Trade Volume,Trade Price
2017-01-03 09:32:04.848669,93204848669000,T,PFE,100.0,32.67
2017-01-03 09:32:04.848689,93204848689000,T,PFE,200.0,32.67
2017-01-03 09:32:10.391270,93210391270000,T,PFE,35.0,32.675
2017-01-03 09:32:12.064890,93212064890000,T,PFE,200.0,32.675
2017-01-03 09:32:12.064916,93212064916000,T,PFE,200.0,32.68
2017-01-03 09:32:12.067244,93212067244000,T,PFE,200.0,32.68
2017-01-03 09:32:12.067265,93212067265000,T,PFE,300.0,32.68
2017-01-03 09:32:12.067310,93212067310000,T,PFE,200.0,32.68
2017-01-03 09:32:12.067355,93212067355000,T,PFE,100.0,32.68
2017-01-03 09:32:12.067407,93212067407000,T,PFE,200.0,32.68
2017-01-03 09:32:12.067511,93212067511000,T,PFE,200.0,32.68
2017-01-03 09:32:12.074776,93212074776000,T,PFE,200.0,32.68
2017-01-03 09:32:12.074799,93212074799000,T,PFE,300.0,32.68
2017-01-03 09:32:12.074826,93212074826000,T,PFE,100.0,32.68
2017-01-03 09:32:12.074851,93212074851000,T,PFE,200.0,32.68
2017-01-03 09:32:12.074876,93212074876000,T,PFE,400.0,32.68
2017-01-03 09:32:12.382519,93212382519000,T,PFE,100.0,32.675
2017-01-03 09:32:12.383017,93212383017000,T,PFE,25.0,32.675
2017-01-03 09:32:15.036493,93215036493000,T,PFE,100.0,32.67
2017-01-03 09:32:21.205341,93221205341000,T,PFE,100.0,32.665
2017-01-03 09:32:29.418891,93229418891000,T,PFE,100.0,32.65
2017-01-03 09:32:31.210585,93231210585000,T,PFE,200.0,32.64
2017-01-03 09:32:31.211518,93231211518000,T,PFE,400.0,32.645
2017-01-03 09:32:31.211552,93231211552000,T,PFE,500.0,32.65
2017-01-03 09:32:31.211622,93231211622000,T,PFE,200.0,32.65
2017-01-03 09:32:31.211647,93231211647000,T,PFE,100.0,32.65
2017-01-03 09:32:31.211672,93231211672000,T,PFE,100.0,32.65
2017-01-03 09:32:31.211697,93231211697000,T,PFE,100.0,32.65
2017-01-03 09:32:31.211721,93231211721000,T,PFE,100.0,32.65
2017-01-03 09:32:31.211746,93231211746000,T,PFE,100.0,32.65
2017-01-03 09:32:31.211770,93231211770000,T,PFE,100.0,32.65
2017-01-03 09:32:31.212826,93231212826000,T,PFE,100.0,32.65
2017-01-03 09:32:31.212855,93231212855000,T,PFE,200.0,32.65
2017-01-03 09:32:32.513020,93232513020000,T,PFE,200.0,32.65
2017-01-03 09:32:43.696735,93243696735000,T,PFE,200.0,32.645
2017-01-03 09:32:43.696759,93243696759000,T,PFE,200.0,32.65
2017-01-03 09:32:43.696787,93243696787000,T,PFE,100.0,32.65
2017-01-03 09:32:47.599328,93247599328000,T,PFE,100.0,32.65
2017-01-03 09:32:51.883423,93251883423000,T,PFE,100.0,32.65
2017-01-03 09:32:55.093301,93255093301000,T,PFE,100.0,32.65
2017-01-03 09:32:55.093325,93255093325000,T,PFE,100.0,32.65
2017-01-03 09:33:07.925672,93307925672000,T,PFE,200.0,32.655
2017-01-03 09:33:07.925721,93307925721000,T,PFE,400.0,32.66
2017-01-03 09:33:07.925746,93307925746000,T,PFE,5.0,32.66
2017-01-03 09:33:07.926100,93307926100000,T,PFE,195.0,32.66
2017-01-03 09:33:07.926126,93307926126000,T,PFE,32.0,32.66
2017-01-03 09:33:07.926151,93307926151000,T,PFE,100.0,32.66
2017-01-03 09:33:07.926175,93307926175000,T,PFE,100.0,32.66
2017-01-03 09:33:12.624006,93312624006000,T,PFE,200.0,32.67
2017-01-03 09:33:12.689519,93312689519000,T,PFE,200.0,32.68
2017-01-03 09:33:14.785890,93314785890000,T,PFE,200.0,32.675
2017-01-03 09:33:14.785912,93314785912000,T,PFE,200.0,32.68
2017-01-03 09:33:14.785932,93314785932000,T,PFE,200.0,32.68
2017-01-03 09:33:14.785957,93314785957000,T,PFE,100.0,32.68
2017-01-03 09:33:14.785992,93314785992000,T,PFE,200.0,32.68
2017-01-03 09:33:14.786016,93314786016000,T,PFE,100.0,32.68
2017-01-03 09:33:14.786040,93314786040000,T,PFE,100.0,32.68
2017-01-03 09:33:14.786065,93314786065000,T,PFE,400.0,32.68
2017-01-03 09:33:19.754929,93319754929000,T,PFE,100.0,32.67
2017-01-03 09:33:19.754954,93319754954000,T,PFE,100.0,32.67
2017-01-03 09:33:19.759812,93319759812000,T,PFE,100.0,32.665
2017-01-03 09:33:19.759837,93319759837000,T,PFE,200.0,32.67
2017-01-03 09:33:19.759862,93319759862000,T,PFE,100.0,32.67
2017-01-03 09:33:19.759886,93319759886000,T,PFE,100.0,32.67
2017-01-03 09:33:19.768371,93319768371000,T,PFE,100.0,32.67
2017-01-03 09:33:19.784297,93319784297000,T,PFE,100.0,32.67
2017-01-03 09:33:20.479169,93320479169000,T,PFE,100.0,32.67
2017-01-03 09:33:21.513750,93321513750000,T,PFE,200.0,32.67
2017-01-03 09:33:21.513775,93321513775000,T,PFE,200.0,32.67
2017-01-03 09:33:23.281676,93323281676000,T,PFE,200.0,32.66
2017-01-03 09:33:23.281707,93323281707000,T,PFE,100.0,32.66
2017-01-03 09:33:26.000336,93326000336000,T,PFE,100.0,32.65
2017-01-03 09:33:27.057368,93327057368000,T,PFE,100.0,32.64
2017-01-03 09:33:27.337899,93327337899000,T,PFE,200.0,32.64
2017-01-03 09:33:27.337924,93327337924000,T,PFE,200.0,32.64
