DateTime,Time,Exchange,Symbol,Bid_Price,Bid_Size,Offer_Price,Offer_Size
2017-01-03 10:07:00,100759747738000,T,PFE,32.86,13.0,32.87,51.0
2017-01-03 10:08:00,100856628673000,T,PFE,32.84,14.0,32.85,13.0
2017-01-03 10:09:00,100959618758000,T,PFE,32.87,9.0,32.88,14.0
2017-01-03 10:10:00,101059911343000,T,PFE,32.86,15.0,32.87,17.0
2017-01-03 10:11:00,101159872812000,T,PFE,32.87,16.0,32.88,17.0
2017-01-03 10:12:00,101259820896000,T,PFE,32.88,12.0,32.89,15.0
2017-01-03 10:13:00,101359872580000,T,PFE,32.87,5.0,32.88,33.0
2017-01-03 10:14:00,101459826430000,T,PFE,32.85,12.0,32.86,22.0
2017-01-03 10:15:00,101558424561000,T,PFE,32.86,19.0,32.87,22.0
2017-01-03 10:16:00,101659724974000,T,PFE,32.86,29.0,32.87,26.0
2017-01-03 10:17:00,101759871289000,T,PFE,32.86,9.0,32.87,10.0
2017-01-03 10:18:00,101858900276000,T,PFE,32.86,15.0,32.87,9.0
2017-01-03 10:19:00,101959815440000,T,PFE,32.87,14.0,32.88,16.0
2017-01-03 10:20:00,102059101534000,T,PFE,32.89,28.0,32.9,7.0
2017-01-03 10:21:00,102159353980000,T,PFE,32.88,19.0,32.89,36.0
2017-01-03 10:22:00,102259381920000,T,PFE,32.86,6.0,32.87,37.0
2017-01-03 10:23:00,102359934670000,T,PFE,32.86,13.0,32.87,39.0
2017-01-03 10:24:00,102459064933000,T,PFE,32.87,8.0,32.88,39.0
2017-01-03 10:25:00,102557312839000,T,PFE,32.87,30.0,32.88,12.0
2017-01-03 10:26:00,102658107643000,T,PFE,32.85,15.0,32.86,20.0
2017-01-03 10:27:00,102758184964000,T,PFE,32.84,5.0,32.85,48.0
2017-01-03 10:28:00,102859651671000,T,PFE,32.83,19.0,32.84,15.0
2017-01-03 10:29:00,102959190307000,T,PFE,32.83,7.0,32.84,42.0
2017-01-03 10:30:00,103059872900000,T,PFE,32.82,28.0,32.83,14.0
2017-01-03 10:31:00,103158717766000,T,PFE,32.82,13.0,32.83,33.0
2017-01-03 10:32:00,103257888312000,T,PFE,32.82,12.0,32.83,34.0
2017-01-03 10:33:00,103353070342000,T,PFE,32.8,7.0,32.81,46.0
2017-01-03 10:34:00,103459847093000,T,PFE,32.78,37.0,32.79,3.0
2017-01-03 10:35:00,103559506214000,T,PFE,32.79,16.0,32.8,31.0
2017-01-03 10:36:00,103659997022000,T,PFE,32.77,18.0,32.78,23.0
2017-01-03 10:37:00,103758500703000,T,PFE,32.77,8.0,32.78,40.0
2017-01-03 10:38:00,103858739872000,T,PFE,32.8,32.0,32.81,12.0
2017-01-03 10:39:00,103959015092000,T,PFE,32.81,20.0,32.82,29.0
2017-01-03 10:40:00,104059871186000,T,PFE,32.8,29.0,32.81,16.0
2017-01-03 10:41:00,104159265630000,T,PFE,32.8,22.0,32.81,27.0
2017-01-03 10:42:00,104259875207000,T,PFE,32.81,60.0,32.82,11.0
2017-01-03 10:43:00,104359959309000,T,PFE,32.8,32.0,32.81,39.0
2017-01-03 10:44:00,104459227408000,T,PFE,32.8,7.0,32.81,42.0
2017-01-03 10:45:00,104559495778000,T,PFE,32.82,41.0,32.83,38.0
2017-01-03 10:46:00,104653277336000,T,PFE,32.83,15.0,32.84,51.0
2017-01-03 10:47:00,104759208606000,T,PFE,32.84,22.0,32.85,49.0
2017-01-03 10:48:00,104859016657000,T,PFE,32.87,22.0,32.88,35.0
2017-01-03 10:49:00,104959809032000,T,PFE,32.88,23.0,32.89,24.0
2017-01-03 10:50:00,105059549892000,T,PFE,32.87,20.0,32.88,16.0
2017-01-03 10:51:00,105159580276000,T,PFE,32.87,34.0,32.88,18.0
2017-01-03 10:52:00,105259614865000,T,PFE,32.86,4.0,32.87,40.0
2017-01-03 10:53:00,105359791769000,T,PFE,32.89,20.0,32.9,37.0
2017-01-03 10:54:00,105459434865000,T,PFE,32.91,52.0,32.92,8.0
2017-01-03 10:55:00,105559942415000,T,PFE,32.88,51.0,32.9,32.0
2017-01-03 10:56:00,105656760728000,T,PFE,32.88,13.0,32.89,50.0
2017-01-03 10:57:00,105759486698000,T,PFE,32.86,10.0,32.87,53.0
2017-01-03 10:58:00,105854117528000,T,PFE,32.87,28.0,32.88,36.0
2017-01-03 10:59:00,105959907671000,T,PFE,32.85,22.0,32.86,6.0
2017-01-03 11:00:00,110059795423000,T,PFE,32.84,14.0,32.85,17.0
2017-01-03 11:01:00,110159804731000,T,PFE,32.82,17.0,32.83,3.0
2017-01-03 11:02:00,110259840810000,T,PFE,32.85,40.0,32.86,15.0
2017-01-03 11:03:00,110359543701000,T,PFE,32.87,17.0,32.88,50.0
2017-01-03 11:04:00,110456845653000,T,PFE,32.87,7.0,32.88,46.0
2017-01-03 11:05:00,110554611601000,T,PFE,32.88,12.0,32.89,43.0
2017-01-03 11:06:00,110659580450000,T,PFE,32.88,10.0,32.89,48.0
2017-01-03 11:07:00,110759687703000,T,PFE,32.88,35.0,32.89,12.0
2017-01-03 11:08:00,110859473659000,T,PFE,32.88,19.0,32.89,42.0
2017-01-03 11:09:00,110959217279000,T,PFE,32.86,3.0,32.87,59.0
2017-01-03 11:10:00,111058098795000,T,PFE,32.86,22.0,32.87,54.0
2017-01-03 11:11:00,111159738300000,T,PFE,32.86,9.0,32.87,60.0
2017-01-03 11:12:00,111259078195000,T,PFE,32.86,27.0,32.87,46.0
2017-01-03 11:13:00,111358559717000,T,PFE,32.85,15.0,32.86,44.0
2017-01-03 11:14:00,111459035232000,T,PFE,32.84,32.0,32.85,51.0
2017-01-03 11:15:00,111556538182000,T,PFE,32.84,35.0,32.85,42.0
2017-01-03 11:16:00,111659754488000,T,PFE,32.83,20.0,32.84,41.0
2017-01-03 11:17:00,111759740511000,T,PFE,32.81,24.0,32.83,73.0
2017-01-03 11:18:00,111859468996000,T,PFE,32.8,8.0,32.81,54.0
2017-01-03 11:19:00,111959981602000,T,PFE,32.8,36.0,32.81,19.0
2017-01-03 11:20:00,112059309047000,T,PFE,32.82,34.0,32.83,10.0
2017-01-03 11:21:00,112159973164000,T,PFE,32.83,30.0,32.84,25.0
2017-01-03 11:22:00,112259580355000,T,PFE,32.83,27.0,32.84,27.0
2017-01-03 11:23:00,112359760674000,T,PFE,32.81,11.0,32.82,48.0
2017-01-03 11:24:00,112458605587000,T,PFE,32.8,4.0,32.81,79.0
2017-01-03 11:25:00,112559449707000,T,PFE,32.8,9.0,32.81,82.0
2017-01-03 11:26:00,112659249049000,T,PFE,32.8,12.0,32.81,69.0
2017-01-03 11:27:00,112759309804000,T,PFE,32.8,32.0,32.81,41.0
2017-01-03 11:28:00,112858144056000,T,PFE,32.81,15.0,32.82,51.0
2017-01-03 11:29:00,112958667322000,T,PFE,32.81,14.0,32.82,44.0
2017-01-03 11:30:00,113058628619000,T,PFE,32.82,27.0,32.83,12.0
2017-01-03 11:31:00,113158767192000,T,PFE,32.82,12.0,32.83,50.0
2017-01-03 11:32:00,113259908969000,T,PFE,32.82,13.0,32.83,64.0
2017-01-03 11:33:00,113358550439000,T,PFE,32.8,16.0,32.81,39.0
2017-01-03 11:34:00,113458248916000,T,PFE,32.78,9.0,32.79,69.0
2017-01-03 11:35:00,113559807585000,T,PFE,32.76,21.0,32.77,29.0
2017-01-03 11:36:00,113659711294000,T,PFE,32.75,9.0,32.76,75.0
2017-01-03 11:37:00,113759872578000,T,PFE,32.72,8.0,32.73,62.0
2017-01-03 11:38:00,113859812532000,T,PFE,32.71,41.0,32.72,27.0
2017-01-03 11:39:00,113959738300000,T,PFE,32.68,26.0,32.69,8.0
2017-01-03 11:40:00,114059950578000,T,PFE,32.69,9.0,32.7,54.0
2017-01-03 11:41:00,114159929062000,T,PFE,32.7,20.0,32.71,49.0
2017-01-03 11:42:00,114259853174000,T,PFE,32.69,11.0,32.7,43.0
2017-01-03 11:43:00,114359661388000,T,PFE,32.68,4.0,32.69,46.0
2017-01-03 11:44:00,114459096788000,T,PFE,32.69,16.0,32.7,50.0
2017-01-03 11:45:00,114558296213000,T,PFE,32.69,35.0,32.7,12.0
2017-01-03 11:46:00,114657740422000,T,PFE,32.69,40.0,32.7,15.0
2017-01-03 11:47:00,114759379012000,T,PFE,32.7,30.0,32.71,66.0
2017-01-03 11:48:00,114859382744000,T,PFE,32.7,27.0,32.71,28.0
2017-01-03 11:49:00,114959999976000,T,PFE,32.7,12.0,32.71,56.0
2017-01-03 11:50:00,115058151930000,T,PFE,32.7,12.0,32.71,35.0
2017-01-03 11:51:00,115158826741000,T,PFE,32.7,36.0,32.71,14.0
2017-01-03 11:52:00,115258071962000,T,PFE,32.71,21.0,32.72,49.0
2017-01-03 11:53:00,115359776532000,T,PFE,32.71,40.0,32.72,14.0
2017-01-03 11:54:00,115458461660000,T,PFE,32.71,38.0,32.72,29.0
2017-01-03 11:55:00,115558698982000,T,PFE,32.69,10.0,32.7,74.0
2017-01-03 11:56:00,115659987943000,T,PFE,32.69,13.0,32.7,57.0
2017-01-03 11:57:00,115753991928000,T,PFE,32.69,12.0,32.7,43.0
2017-01-03 11:58:00,115859294477000,T,PFE,32.71,17.0,32.72,44.0
2017-01-03 11:59:00,115959484120000,T,PFE,32.74,7.0,32.75,30.0
2017-01-03 12:00:00,120059403465000,T,PFE,32.75,25.0,32.76,10.0
2017-01-03 12:01:00,120159908925000,T,PFE,32.75,14.0,32.76,73.0
2017-01-03 12:02:00,120258868049000,T,PFE,32.76,19.0,32.77,44.0
2017-01-03 12:03:00,120359606709000,T,PFE,32.76,45.0,32.77,4.0
2017-01-03 12:04:00,120456000851000,T,PFE,32.77,46.0,32.78,7.0
2017-01-03 12:05:00,120559274273000,T,PFE,32.76,18.0,32.77,12.0
2017-01-03 12:06:00,120653265492000,T,PFE,32.79,15.0,32.8,40.0
2017-01-03 12:07:00,120755547585000,T,PFE,32.78,7.0,32.79,60.0
2017-01-03 12:08:00,120858444746000,T,PFE,32.79,21.0,32.8,61.0
2017-01-03 12:09:00,120959119313000,T,PFE,32.8,13.0,32.81,44.0
2017-01-03 12:10:00,121058990582000,T,PFE,32.81,8.0,32.82,45.0
2017-01-03 12:11:00,121159409261000,T,PFE,32.8,10.0,32.81,44.0
2017-01-03 12:12:00,121253489604000,T,PFE,32.81,6.0,32.82,46.0
2017-01-03 12:13:00,121359039474000,T,PFE,32.82,3.0,32.83,59.0
2017-01-03 12:14:00,121459234816000,T,PFE,32.81,4.0,32.82,87.0
2017-01-03 12:15:00,121559596366000,T,PFE,32.82,25.0,32.83,7.0
2017-01-03 12:16:00,121659999912000,T,PFE,32.81,22.0,32.82,6.0
2017-01-03 12:17:00,121759706801000,T,PFE,32.8,9.0,32.81,64.0
2017-01-03 12:18:00,121859275210000,T,PFE,32.8,15.0,32.81,44.0
2017-01-03 12:19:00,121954758560000,T,PFE,32.8,13.0,32.81,35.0
2017-01-03 12:20:00,122057447512000,T,PFE,32.8,17.0,32.81,48.0
2017-01-03 12:21:00,122158284246000,T,PFE,32.8,11.0,32.81,52.0
2017-01-03 12:22:00,122259942692000,T,PFE,32.83,6.0,32.84,32.0
2017-01-03 12:23:00,122357752263000,T,PFE,32.83,10.0,32.84,60.0
2017-01-03 12:24:00,122455319406000,T,PFE,32.83,25.0,32.84,53.0
2017-01-03 12:25:00,122559267556000,T,PFE,32.83,14.0,32.84,70.0
2017-01-03 12:26:00,122659457718000,T,PFE,32.81,12.0,32.82,46.0
2017-01-03 12:27:00,122759900890000,T,PFE,32.83,27.0,32.84,17.0
2017-01-03 12:28:00,122859970137000,T,PFE,32.83,29.0,32.84,21.0
2017-01-03 12:29:00,122959069644000,T,PFE,32.85,14.0,32.86,30.0
2017-01-03 12:30:00,123058814987000,T,PFE,32.84,13.0,32.85,65.0
2017-01-03 12:31:00,123159941658000,T,PFE,32.83,12.0,32.84,43.0
2017-01-03 12:32:00,123257040339000,T,PFE,32.84,49.0,32.85,17.0
2017-01-03 12:33:00,123358676662000,T,PFE,32.83,17.0,32.84,31.0
2017-01-03 12:34:00,123457709382000,T,PFE,32.81,17.0,32.82,23.0
2017-01-03 12:35:00,123558218323000,T,PFE,32.81,20.0,32.82,37.0
2017-01-03 12:36:00,123656923209000,T,PFE,32.81,25.0,32.82,32.0
2017-01-03 12:37:00,123759235906000,T,PFE,32.82,23.0,32.83,34.0
2017-01-03 12:38:00,123859921811000,T,PFE,32.82,8.0,32.83,53.0
2017-01-03 12:39:00,123959005374000,T,PFE,32.82,30.0,32.83,24.0
2017-01-03 12:40:00,124059644497000,T,PFE,32.85,54.0,32.86,24.0
2017-01-03 12:41:00,124159388959000,T,PFE,32.83,22.0,32.84,22.0
2017-01-03 12:42:00,124252851132000,T,PFE,32.83,2.0,32.84,39.0
2017-01-03 12:43:00,124358202715000,T,PFE,32.82,9.0,32.83,32.0
2017-01-03 12:44:00,124459988393000,T,PFE,32.83,10.0,32.84,40.0
2017-01-03 12:45:00,124559007219000,T,PFE,32.83,17.0,32.84,41.0
2017-01-03 12:46:00,124658143329000,T,PFE,32.84,43.0,32.85,88.0
2017-01-03 12:47:00,124756669741000,T,PFE,32.83,15.0,32.84,40.0
2017-01-03 12:48:00,124856085466000,T,PFE,32.84,43.0,32.85,144.0
2017-01-03 12:49:00,124959736310000,T,PFE,32.85,51.0,32.86,21.0
2017-01-03 12:50:00,125058052381000,T,PFE,32.83,22.0,32.84,17.0
2017-01-03 12:51:00,125159871137000,T,PFE,32.82,33.0,32.83,12.0
2017-01-03 12:52:00,125259823280000,T,PFE,32.82,25.0,32.83,15.0
2017-01-03 12:53:00,125355237179000,T,PFE,32.82,14.0,32.83,34.0
2017-01-03 12:54:00,125456656269000,T,PFE,32.82,43.0,32.83,23.0
2017-01-03 12:55:00,125558624110000,T,PFE,32.82,44.0,32.83,30.0
2017-01-03 12:56:00,125658955067000,T,PFE,32.82,25.0,32.83,39.0
2017-01-03 12:57:00,125759928191000,T,PFE,32.82,13.0,32.83,61.0
2017-01-03 12:58:00,125859316538000,T,PFE,32.82,15.0,32.83,52.0
2017-01-03 12:59:00,125959775798000,T,PFE,32.82,50.0,32.83,22.0
2017-01-03 13:00:00,130059115806000,T,PFE,32.82,22.0,32.83,51.0
2017-01-03 13:01:00,130159803263000,T,PFE,32.82,71.0,32.84,34.0
2017-01-03 13:02:00,130256990698000,T,PFE,32.86,30.0,32.87,25.0
2017-01-03 13:03:00,130359043507000,T,PFE,32.84,36.0,32.85,7.0
2017-01-03 13:04:00,130459356913000,T,PFE,32.86,17.0,32.87,41.0
2017-01-03 13:05:00,130558624291000,T,PFE,32.87,19.0,32.88,12.0
2017-01-03 13:06:00,130659928726000,T,PFE,32.87,19.0,32.88,23.0
2017-01-03 13:07:00,130759956220000,T,PFE,32.84,32.0,32.85,16.0
2017-01-03 13:08:00,130859811817000,T,PFE,32.84,2.0,32.85,29.0
2017-01-03 13:09:00,130958885182000,T,PFE,32.82,19.0,32.83,21.0
2017-01-03 13:10:00,131058780755000,T,PFE,32.83,59.0,32.84,7.0
2017-01-03 13:11:00,131159007138000,T,PFE,32.84,55.0,32.85,35.0
2017-01-03 13:12:00,131259951507000,T,PFE,32.84,20.0,32.85,49.0
2017-01-03 13:13:00,131351806069000,T,PFE,32.84,30.0,32.85,37.0
2017-01-03 13:14:00,131459512376000,T,PFE,32.86,84.0,32.87,5.0
2017-01-03 13:15:00,131559851144000,T,PFE,32.87,43.0,32.88,323.0
2017-01-03 13:16:00,131659846518000,T,PFE,32.87,56.0,32.88,312.0
2017-01-03 13:17:00,131759625567000,T,PFE,32.87,63.0,32.88,309.0
2017-01-03 13:18:00,131854509091000,T,PFE,32.87,59.0,32.88,284.0
2017-01-03 13:19:00,131959933795000,T,PFE,32.87,42.0,32.88,309.0
2017-01-03 13:20:00,132056757394000,T,PFE,32.87,98.0,32.88,275.0
2017-01-03 13:21:00,132159155078000,T,PFE,32.89,42.0,32.9,31.0
2017-01-03 13:22:00,132256773651000,T,PFE,32.89,60.0,32.9,18.0
2017-01-03 13:23:00,132354017297000,T,PFE,32.88,73.0,32.89,11.0
2017-01-03 13:24:00,132458133383000,T,PFE,32.88,58.0,32.89,55.0
2017-01-03 13:25:00,132557219622000,T,PFE,32.87,20.0,32.88,63.0
2017-01-03 13:26:00,132659187350000,T,PFE,32.87,19.0,32.88,81.0
2017-01-03 13:27:00,132751454973000,T,PFE,32.87,25.0,32.88,49.0
2017-01-03 13:28:00,132859523960000,T,PFE,32.87,35.0,32.88,57.0
2017-01-03 13:29:00,132956912201000,T,PFE,32.87,36.0,32.88,66.0
2017-01-03 13:30:00,133046732759000,T,PFE,32.87,73.0,32.88,25.0
2017-01-03 13:31:00,133157038425000,T,PFE,32.89,50.0,32.9,21.0
2017-01-03 13:32:00,133257804856000,T,PFE,32.87,5.0,32.88,50.0
2017-01-03 13:33:00,133358836273000,T,PFE,32.86,13.0,32.87,74.0
2017-01-03 13:34:00,133455935182000,T,PFE,32.85,73.0,32.87,74.0
2017-01-03 13:35:00,133559451147000,T,PFE,32.85,18.0,32.86,54.0
2017-01-03 13:36:00,133656041751000,T,PFE,32.85,35.0,32.86,28.0
2017-01-03 13:37:00,133757179602000,T,PFE,32.85,10.0,32.86,59.0
2017-01-03 13:38:00,133858713238000,T,PFE,32.84,67.0,32.85,19.0
2017-01-03 13:39:00,133958668042000,T,PFE,32.82,35.0,32.83,34.0
2017-01-03 13:40:00,134059895042000,T,PFE,32.82,45.0,32.83,15.0
2017-01-03 13:41:00,134158659459000,T,PFE,32.82,10.0,32.83,38.0
2017-01-03 13:42:00,134257351507000,T,PFE,32.81,46.0,32.82,16.0
2017-01-03 13:43:00,134357041135000,T,PFE,32.81,13.0,32.82,52.0
2017-01-03 13:44:00,134455744476000,T,PFE,32.81,27.0,32.82,47.0
2017-01-03 13:45:00,134559156658000,T,PFE,32.84,37.0,32.85,26.0
2017-01-03 13:46:00,134659757024000,T,PFE,32.86,23.0,32.87,43.0
2017-01-03 13:47:00,134753173043000,T,PFE,32.84,12.0,32.85,42.0
2017-01-03 13:48:00,134856965740000,T,PFE,32.83,44.0,32.84,18.0
2017-01-03 13:49:00,134957870627000,T,PFE,32.84,16.0,32.85,47.0
2017-01-03 13:50:00,135056431292000,T,PFE,32.83,16.0,32.84,37.0
2017-01-03 13:51:00,135156525281000,T,PFE,32.84,67.0,32.85,13.0
2017-01-03 13:52:00,135256361487000,T,PFE,32.82,47.0,32.83,13.0
2017-01-03 13:53:00,135358700069000,T,PFE,32.82,16.0,32.83,46.0
2017-01-03 13:54:00,135459135444000,T,PFE,32.82,73.0,32.83,10.0
2017-01-03 13:55:00,135551574004000,T,PFE,32.82,37.0,32.83,26.0
2017-01-03 13:56:00,135649797218000,T,PFE,32.82,31.0,32.83,31.0
2017-01-03 13:57:00,135759631025000,T,PFE,32.82,31.0,32.83,40.0
2017-01-03 13:58:00,135853196744000,T,PFE,32.82,27.0,32.83,39.0
2017-01-03 13:59:00,135959596972000,T,PFE,32.81,31.0,32.82,17.0
2017-01-03 14:00:00,140058651808000,T,PFE,32.82,61.0,32.83,8.0
2017-01-03 14:01:00,140159052044000,T,PFE,32.84,44.0,32.85,10.0
2017-01-03 14:02:00,140255805910000,T,PFE,32.84,25.0,32.85,27.0
2017-01-03 14:03:00,140359637144000,T,PFE,32.84,36.0,32.85,38.0
2017-01-03 14:04:00,140455150202000,T,PFE,32.84,25.0,32.85,59.0
2017-01-03 14:05:00,140559144562000,T,PFE,32.85,23.0,32.86,39.0
2017-01-03 14:06:00,140658040774000,T,PFE,32.86,51.0,32.87,43.0
2017-01-03 14:07:00,140759851020000,T,PFE,32.86,44.0,32.87,18.0
2017-01-03 14:08:00,140854703970000,T,PFE,32.86,30.0,32.87,37.0
2017-01-03 14:09:00,140959257046000,T,PFE,32.86,67.0,32.87,11.0
2017-01-03 14:10:00,141058089968000,T,PFE,32.87,52.0,32.88,19.0
2017-01-03 14:11:00,141159021465000,T,PFE,32.87,40.0,32.88,23.0
2017-01-03 14:12:00,141259954694000,T,PFE,32.87,44.0,32.88,17.0
2017-01-03 14:13:00,141359377480000,T,PFE,32.87,12.0,32.88,50.0
2017-01-03 14:14:00,141458715921000,T,PFE,32.86,34.0,32.87,26.0
2017-01-03 14:15:00,141558564348000,T,PFE,32.87,63.0,32.88,5.0
2017-01-03 14:16:00,141657049722000,T,PFE,32.88,60.0,32.89,23.0
2017-01-03 14:17:00,141756700160000,T,PFE,32.86,30.0,32.87,30.0
2017-01-03 14:18:00,141858762298000,T,PFE,32.84,19.0,32.85,14.0
2017-01-03 14:19:00,141959544452000,T,PFE,32.84,36.0,32.85,14.0
2017-01-03 14:20:00,142057189235000,T,PFE,32.85,33.0,32.86,21.0
2017-01-03 14:21:00,142158831973000,T,PFE,32.84,44.0,32.85,7.0
2017-01-03 14:22:00,142258217663000,T,PFE,32.83,24.0,32.84,20.0
2017-01-03 14:23:00,142359409437000,T,PFE,32.84,62.0,32.85,13.0
2017-01-03 14:24:00,142457729671000,T,PFE,32.82,8.0,32.83,26.0
2017-01-03 14:25:00,142555041316000,T,PFE,32.83,35.0,32.84,12.0
2017-01-03 14:26:00,142656524187000,T,PFE,32.83,29.0,32.84,27.0
2017-01-03 14:27:00,142759006334000,T,PFE,32.86,26.0,32.87,16.0
2017-01-03 14:28:00,142857252001000,T,PFE,32.86,19.0,32.87,27.0
2017-01-03 14:29:00,142959712233000,T,PFE,32.86,26.0,32.87,26.0
2017-01-03 14:30:00,143057722836000,T,PFE,32.86,35.0,32.87,17.0
2017-01-03 14:31:00,143158665939000,T,PFE,32.86,32.0,32.87,31.0
2017-01-03 14:32:00,143253879043000,T,PFE,32.85,30.0,32.86,52.0
2017-01-03 14:33:00,143359659624000,T,PFE,32.87,62.0,32.88,16.0
2017-01-03 14:34:00,143454609293000,T,PFE,32.88,21.0,32.89,113.0
2017-01-03 14:35:00,143552681973000,T,PFE,32.88,20.0,32.89,86.0
2017-01-03 14:36:00,143659138703000,T,PFE,32.88,43.0,32.89,52.0
2017-01-03 14:37:00,143758500888000,T,PFE,32.88,53.0,32.89,57.0
2017-01-03 14:38:00,143856103923000,T,PFE,32.88,37.0,32.89,64.0
2017-01-03 14:39:00,143956598685000,T,PFE,32.88,51.0,32.89,58.0
2017-01-03 14:40:00,144058925598000,T,PFE,32.91,63.0,32.92,23.0
2017-01-03 14:41:00,144154566343000,T,PFE,32.91,91.0,32.92,16.0
2017-01-03 14:42:00,144259605359000,T,PFE,32.91,41.0,32.93,62.0
2017-01-03 14:43:00,144358209707000,T,PFE,32.9,70.0,32.91,20.0
2017-01-03 14:44:00,144459521001000,T,PFE,32.92,83.0,32.94,46.0
2017-01-03 14:45:00,144558045546000,T,PFE,32.92,40.0,32.93,23.0
2017-01-03 14:46:00,144650182378000,T,PFE,32.92,22.0,32.93,34.0
2017-01-03 14:47:00,144752672470000,T,PFE,32.92,29.0,32.93,41.0
2017-01-03 14:48:00,144859312562000,T,PFE,32.93,14.0,32.94,48.0
2017-01-03 14:49:00,144957739487000,T,PFE,32.93,32.0,32.94,12.0
2017-01-03 14:50:00,145058717937000,T,PFE,32.93,18.0,32.94,46.0
2017-01-03 14:51:00,145154752167000,T,PFE,32.93,56.0,32.94,17.0
2017-01-03 14:52:00,145255174158000,T,PFE,32.94,84.0,32.95,18.0
2017-01-03 14:53:00,145358627631000,T,PFE,32.94,78.0,32.95,25.0
2017-01-03 14:54:00,145457769657000,T,PFE,32.94,75.0,32.95,33.0
2017-01-03 14:55:00,145558125967000,T,PFE,32.94,99.0,32.95,18.0
2017-01-03 14:56:00,145652499728000,T,PFE,32.93,45.0,32.94,14.0
2017-01-03 14:57:00,145751707911000,T,PFE,32.93,23.0,32.94,62.0
2017-01-03 14:58:00,145859796358000,T,PFE,32.93,44.0,32.94,42.0
2017-01-03 14:59:00,145957828301000,T,PFE,32.93,53.0,32.94,60.0
2017-01-03 15:00:00,150058809195000,T,PFE,32.94,33.0,32.95,49.0
2017-01-03 15:01:00,150156286732000,T,PFE,32.94,48.0,32.95,43.0
2017-01-03 15:02:00,150259063104000,T,PFE,32.94,76.0,32.95,33.0
2017-01-03 15:03:00,150356150378000,T,PFE,32.94,110.0,32.95,34.0
2017-01-03 15:04:00,150459335101000,T,PFE,32.94,120.0,32.95,33.0
2017-01-03 15:05:00,150558230275000,T,PFE,32.94,128.0,32.95,20.0
2017-01-03 15:06:00,150656781874000,T,PFE,32.95,50.0,32.96,66.0
2017-01-03 15:07:00,150759155302000,T,PFE,32.95,93.0,32.96,21.0
2017-01-03 15:08:00,150858919932000,T,PFE,32.95,100.0,32.96,26.0
